recipe_name,recipe_CompletePicture_url,recipeProcess_pictures_url,recipe_process,recipe_stuff,recipe_stuff_count,recipe_StuffCountUnit
감자냉채,http://www.foodsafetykorea.go.kr/uploadimg/20141117/20141117053400_1416213240973.jpg,"['http://www.foodsafetykorea.go.kr/uploadimg/cook/808-1.jpg', 'http://www.foodsafetykorea.go.kr/uploadimg/cook/808-2.jpg', 'http://www.foodsafetykorea.go.kr/uploadimg/cook/808-3.jpg', 'http://www.foodsafetykorea.go.kr/uploadimg/cook/808-4.jpg', 'http://www.foodsafetykorea.go.kr/uploadimg/cook/808-5.jpg', 'http://www.foodsafetykorea.go.kr/uploadimg/cook/808-6.jpg']","['1. 감자는 껍질을 벗긴다.', '2. 감자는 0.3x0.2x7cm로 채썬다.', '3. 오이는 씻어 0.3x0.2x7cm로 채썬다.', '4. 래디쉬는 씻어 0.3x0.2x2cm로 채썬다.', '5. 단촛물을 감자, 오이, 래디쉬를 각각 담궜다가 물기를 뺀다.', '6. 채소를 차게 두었다가 겨자초장을 곁들인다.']","['감자', '래디쉬', '오이', '식초', '설탕', '파인애플주스', '소금', '겨자가루', '물미지근한것', '설탕', '식초', '소금', '파인애플주스']","['40', '5', '10', '15', '15', '15', '03', '15', '1', '2', '3', '003', '16']","['g', 'g', 'g', 'g', 'g', 'g', 'g', 'g', 'g', 'g', 'g', 'g', 'g']"
고추잡채,http://www.foodsafetykorea.go.kr/uploadimg/20141117/20141117053402_1416213242394.jpg,"['http://www.foodsafetykorea.go.kr/uploadimg/cook/809-1.jpg', 'http://www.foodsafetykorea.go.kr/uploadimg/cook/809-2.jpg', 'http://www.foodsafetykorea.go.kr/uploadimg/cook/809-3.jpg', 'http://www.foodsafetykorea.go.kr/uploadimg/cook/809-4.jpg', 'http://www.foodsafetykorea.go.kr/uploadimg/cook/809-5.jpg', 'http://www.foodsafetykorea.go.kr/uploadimg/cook/809-6.jpg']","['1. 고추는 반으로 갈라 속을 제거한다.', '2. 손질한 고추는 3cm 길이로 채썬다.', '3. 죽순, 표고버섯, 대파, 생강을 채썬다.', '4. 돼지고기는 얇게 저민 후 0.3x5cm 길이로 곱게 채썰어 밑간 한다.', '5. 밑간 한 돼지고기를 달걀흰자, 녹말가루에 묻혀 놓는다.', '6. 팬에 식용유를 넣고 생강을 볶아 향을 내고 채소, 고기를 넣어 볶다가 간을 한 다음 참기름을 두르고 굽는다.']","['돼지고기', '청피망', '죽순통조림', '홍고추', '표고버섯', '소금', '참기름', '식용유', '후춧가루', '정종', '달걀', '녹말가루']","['30', '30', '6', '14', '7', '04', '1', '5', '01', '1', '4', '3']","['g', 'g', 'g', 'g', 'g', 'g', 'g', 'g', 'g', 'g', 'g', 'g']"
나박김치,http://www.foodsafetykorea.go.kr/uploadimg/20141117/20141117053404_1416213244017.jpg,"['http://www.foodsafetykorea.go.kr/uploadimg/cook/810-1.jpg', 'http://www.foodsafetykorea.go.kr/uploadimg/cook/810-2.jpg', 'http://www.foodsafetykorea.go.kr/uploadimg/cook/810-3.jpg', 'http://www.foodsafetykorea.go.kr/uploadimg/cook/810-4.jpg', 'http://www.foodsafetykorea.go.kr/uploadimg/cook/810-5.jpg', 'http://www.foodsafetykorea.go.kr/uploadimg/cook/810-6.jpg']","['1. 배추, 무는 2x2cm로 나박썬다.', '2. 썰어논 배추, 무는 소금에 살짝 절여둔다.', '3. 당근은 모양을 내어 썰고 실파, 미나리도 2cm로 썰어둔다.', '4. 마늘과 생강, 홍고추는 채썰고 수삼은 어슷하게 썬다.', '5. 물을 끓여 식힌 후 소창에 고춧가루를 싸서 김치국물을 만든다.', '6. 무와 배추가 절여지며 준비한 재료들에 김치국물을 부어 완성한다.']","['배추잎', '당근', '실파', '수삼', '마늘', '생강', '고춧가루', '미나리', '홍고추', '물', '소금']","['50', '10', '5', '10', '3', '5', '25', '10', '2', '70', '05']","['g', 'g', 'g', 'g', 'g', 'g', 'g', 'g', 'g', 'g', 'g']"
냉잡채,http://www.foodsafetykorea.go.kr/uploadimg/20141117/20141117053405_1416213245344.jpg,"['http://www.foodsafetykorea.go.kr/uploadimg/cook/811-1.jpg', 'http://www.foodsafetykorea.go.kr/uploadimg/cook/811-2.jpg', 'http://www.foodsafetykorea.go.kr/uploadimg/cook/811-3.jpg', 'http://www.foodsafetykorea.go.kr/uploadimg/cook/811-4.jpg', 'http://www.foodsafetykorea.go.kr/uploadimg/cook/811-5.jpg', 'http://www.foodsafetykorea.go.kr/uploadimg/cook/811-6.jpg']","['1. 당면은 물에 불렸다가 끓는 물에 충분히 삶아 부드러워지면 차가운 물에 헹구어 물기를 뺀다.', '2. 표고버섯은 불려 꼭 짜 채썬다.', '3. 표교버섯은 간장, 들기름에 무쳐 팬에 볶는다.', '4. 양배추, 오이, 당근, 깻잎, 상추, 피망, 파프리카는 곱게 채썬다.', '5. 배를 강판에 갈아 간장, 소금, 식초, 겨자, 설탕을 넣어 잡채 양념을 만든다.', '6. 큰 접시에 준비된 채소를 예쁘게 돌려 담고 가운데 당면을 놓은 후 양념을 부어준다.']","['당면', '표고버섯', '양배추', '오이', '당근', '깻잎', '상추', '청피망', '홍피망', '팽이버섯', '노랑파프리카', '간장', '들기름', '배', '간장', '소금', '겨자', '식초', '설탕', '올리브오일']","['20', '5', '5', '5', '3', '5', '5', '3', '3', '3', '3', '2', '3', '10', '2', '01', '1', '2', '1', '1']","['g', 'g', 'g', 'g', 'g', 'g', 'g', 'g', 'g', 'g', 'g', 'g', 'g', 'g', 'g', 'g', 'g', 'g', 'g', 'g']"
단호박전,http://www.foodsafetykorea.go.kr/uploadimg/20141117/20141117053408_1416213248950.jpg,"['http://www.foodsafetykorea.go.kr/uploadimg/cook/813-1.jpg', 'http://www.foodsafetykorea.go.kr/uploadimg/cook/813-2.jpg', 'http://www.foodsafetykorea.go.kr/uploadimg/cook/813-3.jpg', 'http://www.foodsafetykorea.go.kr/uploadimg/cook/813-4.jpg', 'http://www.foodsafetykorea.go.kr/uploadimg/cook/813-5.jpg', 'http://www.foodsafetykorea.go.kr/uploadimg/cook/813-6.jpg']","['1. 단호박은 껍질을 벗겨 속살은 그대로 두고 씨만 털어 낸다.', '2. 속살은 숟가락으로 긁어내어 다진다.', '3. 나머지 부분은 채썰어 2~3번 다진 후 소금을 조금 넣고 살짝 절인다.', '4. 호박에 물기가 생기면 밀가루를 넣어 되직하게 반죽한다.', '5. 팬이 가열되면 식용유를 넣고 한 숟가락씩 떠넣어 얇게 펴서 부친다.', '6. 앞뒤로 노릇하게 부치고 접시에 담아 완성한다.']","['단호박', '밀가루', '소금', '식용유', '물']","['50', '50', '02', '10', '10']","['g', 'g', 'g', 'g', 'g']"
도라지 검은깨 튀김,http://www.foodsafetykorea.go.kr/uploadimg/20141117/20141117053411_1416213251151.jpg,"['http://www.foodsafetykorea.go.kr/uploadimg/cook/814-1.jpg', 'http://www.foodsafetykorea.go.kr/uploadimg/cook/814-2.jpg', 'http://www.foodsafetykorea.go.kr/uploadimg/cook/814-3.jpg', 'http://www.foodsafetykorea.go.kr/uploadimg/cook/814-4.jpg', 'http://www.foodsafetykorea.go.kr/uploadimg/cook/814-5.jpg', 'http://www.foodsafetykorea.go.kr/uploadimg/cook/814-6.jpg']","['1. 통 도라지는 껍질을 벗기고 0.3cm 두께로 썬다.', '2. 손질한 도라지는 옅은 소름물에 잠시 담가 쓴맛을 없애고 차가운 물에 헹궈 물기를 닦는다. (3% 소금물)', '3. 그릇에 찹쌀가루와 튀김가루를 넣어 걸쭉한 농도가 되도록 물을 부어 튀김옷의 농도를 맞춘다.', '4. 농도를 맞춘 튀김옷 반죽에 검은깨를 섞는다.', '5. 손질한 도라지에 튀김옷을 입혀 170℃의 식용유에 튀긴다.', '6. 저나트륨 간장소스를 곁들인다.']","['도라지', '검은깨', '찹쌀가루', '튀김가루', '식용유', '간장', '식초', '설탕', '물', '고추냉이']","['25', '125', '875', '10', '3', '1', '2', '2', '3', '05']","['g', 'g', 'g', 'g', 'g', 'g', 'g', 'g', 'g', 'g']"
발사믹으로 양념한 채소요리,http://www.foodsafetykorea.go.kr/uploadimg/20141117/20141117053412_1416213252650.jpg,"['http://www.foodsafetykorea.go.kr/uploadimg/cook/815-1.jpg', 'http://www.foodsafetykorea.go.kr/uploadimg/cook/815-2.jpg', 'http://www.foodsafetykorea.go.kr/uploadimg/cook/815-3.jpg', 'http://www.foodsafetykorea.go.kr/uploadimg/cook/815-4.jpg', 'http://www.foodsafetykorea.go.kr/uploadimg/cook/815-5.jpg', 'http://www.foodsafetykorea.go.kr/uploadimg/cook/815-6.jpg']","['1. 브로콜리와 컬리플라워는 한 입 크기로 손질한다.', '2. 당근, 돼지호박, 양파는 5cm 길이로 가늘게 채썬다.', '3. 가지는 길게 썬다.', '4. 브로콜리, 컬리플라워, 당근을 끓는 물에 데친 후 냉수에 헹궈낸다.', '5. 발사믹소스를 만든다.', '6. 준비한 채소들을 발사믹소스에 절인다.']","['브로컬리', '컬리플라워', '돼지호박', '당근', '양파', '가지', '올리브오일', '포도식초', '오레가노마른것', '타임마른것', '로즈마리마다진것', '저나트륨소금']","['20', '20', '10', '10', '10', '10', '30', '5', '05', '05', '05', '02']","['g', 'g', 'g', 'g', 'g', 'g', 'g', 'g', 'g', 'g', 'g', 'g']"
버섯 굴소스 볶음,http://www.foodsafetykorea.go.kr/uploadimg/20141117/20141117053414_1416213254308.jpg,"['http://www.foodsafetykorea.go.kr/uploadimg/cook/816-1.jpg', 'http://www.foodsafetykorea.go.kr/uploadimg/cook/816-2.jpg', 'http://www.foodsafetykorea.go.kr/uploadimg/cook/816-3.jpg', 'http://www.foodsafetykorea.go.kr/uploadimg/cook/816-4.jpg', 'http://www.foodsafetykorea.go.kr/uploadimg/cook/816-5.jpg', 'http://www.foodsafetykorea.go.kr/uploadimg/cook/816-6.jpg']","['1. 버섯들은 잘 씻어 건진다.', '2. 팬에 식용유를 두르고 버섯을 넣어 175℃ 오븐에서 5분 가열한다.', '3. 소스 양념을 모두 섞어 끓인다.', '4. 오븐에 구운 버섯에 3의 소스를 뿌린다.', '5. 부추를 버섯크기와 비슷하게 썬다.', '6. 썬 부추나 실파로 장식한다.']","['표고버섯', '양송이버섯', '느타리버섯', '팽이버섯', '새송이버섯', '식용유', '굴소스', '간장', '마늘다진것', '물', '참기름', '부추 또는 실파']","['5', '10', '10', '5', '10', '2', '03', '03', '1', '5', '06', '10']","['g', 'g', 'g', 'g', 'g', 'g', 'g', 'g', 'g', 'g', 'g', 'g']"
비트와 호두 요리,http://www.foodsafetykorea.go.kr/uploadimg/20141117/20141117053416_1416213256221.jpg,"['http://www.foodsafetykorea.go.kr/uploadimg/cook/817-1.jpg', 'http://www.foodsafetykorea.go.kr/uploadimg/cook/817-2.jpg', 'http://www.foodsafetykorea.go.kr/uploadimg/cook/817-3.jpg', 'http://www.foodsafetykorea.go.kr/uploadimg/cook/817-4.jpg', 'http://www.foodsafetykorea.go.kr/uploadimg/cook/817-5.jpg', 'http://www.foodsafetykorea.go.kr/uploadimg/cook/817-6.jpg']","['1. 비트는 물에 삶아 80%를 익힌다.', '2. 껍질을 벗기고 모양내어 썬다.', '3. 비트는 분량에 맞게 양념한다.', '4. 양념한비트는 175℃ 오븐에서 굽는다.', '5. 호두캐러멜을 만든다. (펜에 설탕과 물을 녹이고 계피, 넉맷을 넣은 뒤 호두를 넣는다.)', '6. 그릇에 비트와 호두캐러멜을 담고 사워크림과 다진 파슬리로 장식한다.']","['비트', '사워크림', '식용유', '식초', '설탕', '후추', '식용유', '호두', '황설탕', '물', '게피', '넛맥']","['80', '15', '1', '15', '7', '01', '1', '12', '24', '15', '05', '05']","['g', 'g', 'g', 'g', 'g', 'g', 'g', 'g', 'g', 'g', 'g', 'g']"
상추 겉절이,http://www.foodsafetykorea.go.kr/uploadimg/20141117/20141117053417_1416213257888.jpg,"['http://www.foodsafetykorea.go.kr/uploadimg/cook/818-1.jpg', 'http://www.foodsafetykorea.go.kr/uploadimg/cook/818-2.jpg', 'http://www.foodsafetykorea.go.kr/uploadimg/cook/818-3.jpg', 'http://www.foodsafetykorea.go.kr/uploadimg/cook/818-4.jpg', 'http://www.foodsafetykorea.go.kr/uploadimg/cook/818-5.jpg', 'http://www.foodsafetykorea.go.kr/uploadimg/cook/818-6.jpg']","['1. 상추를 깨끗하게 씻어 물기를 뺀 후 먹기 좋게 자른다.', '2. 영양부추는 3cm 길이로 썰고, 양파는 3cm 길이로 얇게 채썬다.', '3. 홍고추도 3cm 길이로 얄게 채썬다.', '4. 모든 채소들을 차가운 물에 담갔다가 물기를 빼서 준비해둔다.', '5. 간장에 물, 매실농축액, 고춧가루, 통깨, 식초를 넣어 겉절이 양념을 만든다.', '6. 상추에 양념을 넣고 젓가락으로 섞어준다.']","['상추', '간장', '물', '매실농축액', '고춧가루', '통깨', '식초', '영양부추', '양파', '홍고추']","['15', '2', '2', '5', '1', '04', '04', '10', '5', '3']","['g', 'g', 'g', 'g', 'g', 'g', 'g', 'g', 'g', 'g']"
수삼 냉채,http://www.foodsafetykorea.go.kr/uploadimg/20141117/20141117053419_1416213259232.jpg,"['http://www.foodsafetykorea.go.kr/uploadimg/cook/819-1.jpg', 'http://www.foodsafetykorea.go.kr/uploadimg/cook/819-2.jpg', 'http://www.foodsafetykorea.go.kr/uploadimg/cook/819-3.jpg', 'http://www.foodsafetykorea.go.kr/uploadimg/cook/819-4.jpg', 'http://www.foodsafetykorea.go.kr/uploadimg/cook/819-5.jpg', 'http://www.foodsafetykorea.go.kr/uploadimg/cook/819-6.jpg']","['1. 수삼은 흙을 깨끗이 씻은 후 잔뿌리를 다듬어내고 길이로 얇게 썬다.', '2. 배, 오이, 셀러리도 각각 1.5cm x 7cm 크기로 얇게 썬다.', '3. 대추와 유자는 잘게 다진다.', '4. 수삼, 오이, 배, 셀러리는 차가운 물에 담가 조직감을 살린다.', '5. 대추, 유자청, 소금, 식초, 꿀물을 합하여 저나트륨 냉채소스를 만든다.', '6. 4의 채소를 건져서 물기를 제거하고 소스에 살짝 버무려 낸다.']","['수삼', '배', '오이', '샐러리', '대추', '유자청', '소금', '식초', '꿀']","['10', '20', '20', '20', '1', '10', '05', '2', '2']","['g', 'g', 'g', 'g', 'g', 'g', 'g', 'g', 'g']"
아시아식 채소 두부 볶음,http://www.foodsafetykorea.go.kr/uploadimg/20141117/20141117053420_1416213260840.jpg,"['http://www.foodsafetykorea.go.kr/uploadimg/cook/820-1.jpg', 'http://www.foodsafetykorea.go.kr/uploadimg/cook/820-2.jpg', 'http://www.foodsafetykorea.go.kr/uploadimg/cook/820-3.jpg', 'http://www.foodsafetykorea.go.kr/uploadimg/cook/820-4.jpg', 'http://www.foodsafetykorea.go.kr/uploadimg/cook/820-5.jpg', 'http://www.foodsafetykorea.go.kr/uploadimg/cook/820-6.jpg']","['1. 작은 불에 물과 해선장소스, 간장, 전분, 참기름, 녹말가루를 넣고 녹말가루가 잘 풀릴 때까지 섞는다.', '2. 큰 소스팬을 중간불에 올린다. 식용유를 두르고 마늘을 15~20초간 타지않게 볶는다.', '3. 두부를 넣고 옅은 골든 브라운 색이 날 때까지 3~4분간 익힌다.', '4. 데친 그린빈, 청경채, 영콘, 밤을 넣고 섞어준다.', '5. 볶은 두부에 소스를 끼얹는다.', '6. 땅콩가루를 뿌려 완성한다.']","['해선장', '간장', '녹말', '참기름', '식용유', '마늘다진것', '2cm', '그린빈', '청경채', '영콘', '밤', '땅콩다진것', '물']","['2', '13', '5', '25', '5', '25', '90', '10', '20', '15', '20', '10', '20']","['g', 'g', 'g', 'g', 'g', 'g', 'g', 'g', 'g', 'g', 'g', 'g', 'g']"
양배추 깻잎 피클,http://www.foodsafetykorea.go.kr/uploadimg/20141117/20141117053421_1416213261401.jpg,"['http://www.foodsafetykorea.go.kr/uploadimg/cook/821-1.jpg', 'http://www.foodsafetykorea.go.kr/uploadimg/cook/821-2.jpg', 'http://www.foodsafetykorea.go.kr/uploadimg/cook/821-3.jpg', 'http://www.foodsafetykorea.go.kr/uploadimg/cook/821-4.jpg', 'http://www.foodsafetykorea.go.kr/uploadimg/cook/821-5.jpg', 'http://www.foodsafetykorea.go.kr/uploadimg/cook/821-6.jpg']","['1. 물, 식초, 설탕, 소금, 통후추를 살짝 끓인 후 식혀 준비한다.', '2. 양배추와 깻잎을 한장씩 켜켜이 쌓는다.', '3. 깻잎 크기에 맞추어 썬다.', '4. 청, 홍고추는 어슷썰어 씨를 털어낸다.', '5. 그릇에 양배추, 깻잎, 청·홍고추를 무거운 것으로 눌러놓아 뜨지 않게 한 다음 준비한 피클국물을 붓는다.', '6. 뚜껑을 닫아 밀봉하여 냉장고에 보관한다.']","['양배추', '깻잎', '설탕', '청고추', '홍고추', '물', '식초', '소금', '통후추']","['16', '6', '2', '1', '1', '35', '2', '1', '05']","['g', 'g', 'g', 'g', 'g', 'g', 'g', 'g', 'g']"
얼갈이 무침,http://www.foodsafetykorea.go.kr/uploadimg/20141117/20141117053422_1416213262832.jpg,"['http://www.foodsafetykorea.go.kr/uploadimg/cook/822-1.jpg', 'http://www.foodsafetykorea.go.kr/uploadimg/cook/822-2.jpg', 'http://www.foodsafetykorea.go.kr/uploadimg/cook/822-3.jpg', 'http://www.foodsafetykorea.go.kr/uploadimg/cook/822-4.jpg', 'http://www.foodsafetykorea.go.kr/uploadimg/cook/822-5.jpg', 'http://www.foodsafetykorea.go.kr/uploadimg/cook/822-6.jpg']","['1. 얼갈이 배추를 씻는다.', '2. 씻은 배추는 끓는 물에 데친다.', '3. 홍고추는 씨를 빼고 어슷하게 채썬다.', '4. 데친 얼갈이 배추를 차가운 물에 씻어 꼭 짠다.', '5. 저나트륨 무침양념 재료들을 믹서에 넣고 간다.', '6. 4에 채썬 고추와 무침 양념을 넣고 버무린다.']","['얼갈이 배추', '홍고추', '두부', '된장', '마늘', '깨', '참기름', '사과', '홍고추', '물']","['60', '06', '30', '35', '15', '2', '1', '20', '5', '15']","['g', 'g', 'g', 'g', 'g', 'g', 'g', 'g', 'g', 'g']"
얼갈이 무침,http://www.foodsafetykorea.go.kr/uploadimg/20141117/20141117053422_1416213262832.jpg,"['http://www.foodsafetykorea.go.kr/uploadimg/cook/822-1.jpg', 'http://www.foodsafetykorea.go.kr/uploadimg/cook/822-2.jpg', 'http://www.foodsafetykorea.go.kr/uploadimg/cook/822-3.jpg', 'http://www.foodsafetykorea.go.kr/uploadimg/cook/822-4.jpg', 'http://www.foodsafetykorea.go.kr/uploadimg/cook/822-5.jpg', 'http://www.foodsafetykorea.go.kr/uploadimg/cook/822-6.jpg']","['1. 얼갈이 배추를 씻는다.', '2. 씻은 배추는 끓는 물에 데친다.', '3. 홍고추는 씨를 빼고 어슷하게 채썬다.', '4. 데친 얼갈이 배추를 차가운 물에 씻어 꼭 짠다.', '5. 저나트륨 무침양념 재료들을 믹서에 넣고 간다.', '6. 4에 채썬 고추와 무침 양념을 넣고 버무린다.']","['얼갈이 배추', '홍고추', '두부', '된장', '마늘', '깨', '참기름', '사과', '홍고추', '물']","['60', '06', '30', '35', '15', '2', '1', '20', '5', '15']","['g', 'g', 'g', 'g', 'g', 'g', 'g', 'g', 'g', 'g']"
잡채,http://www.foodsafetykorea.go.kr/uploadimg/20141117/20141117053427_1416213267031.jpg,"['http://www.foodsafetykorea.go.kr/uploadimg/cook/825-1.jpg', 'http://www.foodsafetykorea.go.kr/uploadimg/cook/825-2.jpg', 'http://www.foodsafetykorea.go.kr/uploadimg/cook/825-3.jpg', 'http://www.foodsafetykorea.go.kr/uploadimg/cook/825-4.jpg', 'http://www.foodsafetykorea.go.kr/uploadimg/cook/825-5.jpg', 'http://www.foodsafetykorea.go.kr/uploadimg/cook/825-6.jpg']","['1. 당면은 물에 불렸다가 끓는 물에 충분히 삶아 부드러워지면 차가운 물에 헹구어 물기를 뺀다.', '2. 표고버섯은 불려 꼭 짜 채썬 후 간장, 들기름에 무쳐 팬에 볶는다.', '3. 양배추, 오이, 당근, 깻잎, 상추, 피망, 파프리카는 곱게 채썬다.', '4. 배를 강판에 간다.', '5. 배와 간장, 소금, 식초, 겨자, 설탕을 넣어 잡채 양념을 만든다.', '6. 큰 접시에 준비된 채소를 예쁘게 돌려 담고 가운데 당면을 놓은 후 양념을 부어준다.']","['당면', '등심얇게썬것', '당근', '표고버섯마른것', '느타리버섯', '양파', '호부추', '도라지', '달걀', '간장', '설탕', '마늘', '대파', '후춧가루', '깨소금', '참기름', '식용유', '간장', '물', '설탕', '식초']","['20', '20', '5', '10', '10', '10', '5', '10', '5', '2', '5', '1', '10', '01', '1', '2', '1', '1', '2', '1', '1']","['g', 'g', 'g', 'g', 'g', 'g', 'g', 'g', 'g', 'g', 'g', 'g', 'g', 'g', 'g', 'g', 'g', 'g', 'g', 'g', 'g']"
참기름 드레싱의 즉석 샐러드,http://www.foodsafetykorea.go.kr/uploadimg/20141117/20141117053428_1416213268062.jpg,"['http://www.foodsafetykorea.go.kr/uploadimg/cook/826-1.jpg', 'http://www.foodsafetykorea.go.kr/uploadimg/cook/826-2.jpg', 'http://www.foodsafetykorea.go.kr/uploadimg/cook/826-3.jpg', 'http://www.foodsafetykorea.go.kr/uploadimg/cook/826-4.jpg', 'http://www.foodsafetykorea.go.kr/uploadimg/cook/826-5.jpg', 'http://www.foodsafetykorea.go.kr/uploadimg/cook/826-6.jpg']","['1. 샐러드 재료들을 잘 씻는다.', '2. 체에 받쳐 물기를 제거한다.', '3. 채소들을 한입 크기로 썰어둔다.', '4. 드레싱 재료를 섞어 참기름 드레싱을 만든다.', '5. 유리병에 모든 재료를 넣고, 참기름 드레싱을 넣고 섞은 후 접시에 담아 낸다.', '6. 샐러드 위에 견과류를 뿌려 마무리 한다.']","['상추', '오이', '당근', '비타민', '방울토마토', '쑥갓', '호두', '마늘', '레몬즙', '식초', '참기름', '고운고춧가루', '통깨', '설탕']","['10', '10', '5', '5', '10', '2', '2', '2', '2', '15', '4', '1', '05', '25']","['g', 'g', 'g', 'g', 'g', 'g', 'g', 'g', 'g', 'g', 'g', 'g', 'g', 'g']"
고추 장떡,http://www.foodsafetykorea.go.kr/uploadimg/20141117/20141117053428_1416213268811.jpg,"['http://www.foodsafetykorea.go.kr/uploadimg/cook/827-1.jpg', 'http://www.foodsafetykorea.go.kr/uploadimg/cook/827-2.jpg', 'http://www.foodsafetykorea.go.kr/uploadimg/cook/827-3.jpg', 'http://www.foodsafetykorea.go.kr/uploadimg/cook/827-4.jpg', 'http://www.foodsafetykorea.go.kr/uploadimg/cook/827-5.jpg', 'http://www.foodsafetykorea.go.kr/uploadimg/cook/827-6.jpg']","['1. 애호박은 다진다.', '2. 깻잎은 송송 썰어 굵게 다진다.', '3. 풋고추와 홍고추는 반을 갈라 얇게 썬다.', '4. 밀가루에 물을 넣어 되게 반죽한 후 고추장을 풀어준다.', '5. 반죽에 채소를 넣어 섞은 후 기름 두른 팬에 장떡을 두껍지 않게 부친다.', '6. 썰어놓은 청고추와 홍고추로 장떡을 장식한다.']","['청고추', '깻잎', '애호박', '홍고추', '밀가루', '고추자', '식용유']","['10', '10', '20', '5', '50', '3', '5']","['g', 'g', 'g', 'g', 'g', 'g', 'g']"
호박 프리타타,http://www.foodsafetykorea.go.kr/uploadimg/20141117/20141117053429_1416213269545.jpg,"['http://www.foodsafetykorea.go.kr/uploadimg/cook/828-1.jpg', 'http://www.foodsafetykorea.go.kr/uploadimg/cook/828-2.jpg', 'http://www.foodsafetykorea.go.kr/uploadimg/cook/828-3.jpg', 'http://www.foodsafetykorea.go.kr/uploadimg/cook/828-4.jpg', 'http://www.foodsafetykorea.go.kr/uploadimg/cook/828-5.jpg', 'http://www.foodsafetykorea.go.kr/uploadimg/cook/828-6.jpg']","['1. 오븐을 175℃로 예열시킨다.', '2. 작은 불에 달걀을 넣고 젓는다.', '3. 오븐용 후라이팬에 식용유를 두르고 마늘을 볶다가 작게 깍둑썰기한 애호박을 넣고 부드러워질 때까지 볶는다.', '4. 어슷썬 실파를 넣고 젓다가 토마토, 로즈마리, 바질, 오레가노, 후춧가루를 넣고 채소들이 잘 섞일 때 까지 저어준 뒤 달걀을 넣고 젓는다.', '5. 모짜렐라 치즈를 뿌리고 170℃ 오븐에서 12분간 구워 산적꼬지로 중간을 찔러넣었을 때 아무것도 묻어나오지 않을 때 까지 익힌다.', '6. 익힌 프리타타를 브로일러에 넣어 골든 브라운 색이 날 때까지 3~4분 간 더 익히고 파마산치즈를 뿌린다.']","['달걀', '돼지호박', '실파', '마늘다진것', '후춧가루', '모짜렐라치즈', '파마산치즈', '캔 토마토', '타임', '바질', '로즈마리', '오레가노 다진것', '식용유']","['110', '50', '20', '1', '01', '30', '7', '20', '2', '2', '2', '2', '5']","['g', 'g', 'g', 'g', 'g', 'g', 'g', 'g', 'g', 'g', 'g', 'g', 'g']"
고구마 빠스,http://www.foodsafetykorea.go.kr/uploadimg/20141117/20141117053430_1416213270309.jpg,"['http://www.foodsafetykorea.go.kr/uploadimg/cook/829-1.jpg', 'http://www.foodsafetykorea.go.kr/uploadimg/cook/829-2.jpg', 'http://www.foodsafetykorea.go.kr/uploadimg/cook/829-3.jpg', 'http://www.foodsafetykorea.go.kr/uploadimg/cook/829-4.jpg', 'http://www.foodsafetykorea.go.kr/uploadimg/cook/829-5.jpg', 'http://www.foodsafetykorea.go.kr/uploadimg/cook/829-6.jpg']","['1. 고구마를 깨끗이 씻어 껍질을 벗긴다.', '2. 고구마를 길게 4등분 하여 4cm로 토막낸다.', '3. 깊은 팬에 식용유를 넣고 160℃로 만든다.', '4. 3에 고구마를 넣고 저어가며 4분 정도 노릇하게 튀긴다.', '5. 팬에 식용유를 약간 넣고 뜨거워지면 설탕을 넣어 중불에 녹여 갈색나는 시럽을 만든다.', '6. 튀긴 고구마를 시럽에 버무리고 검은깨를 뿌린다.']","['고구마', '설탕', '물', '검은깨', '식용유']","['60', '20', '2', '2', '10']","['g', 'g', 'g', 'g', 'g']"
검은콩 스프,http://www.foodsafetykorea.go.kr/uploadimg/20141117/20141117053431_1416213271961.jpg,"['http://www.foodsafetykorea.go.kr/uploadimg/cook/830-1.jpg', 'http://www.foodsafetykorea.go.kr/uploadimg/cook/830-2.jpg', 'http://www.foodsafetykorea.go.kr/uploadimg/cook/830-3.jpg', 'http://www.foodsafetykorea.go.kr/uploadimg/cook/830-4.jpg', 'http://www.foodsafetykorea.go.kr/uploadimg/cook/830-5.jpg', 'http://www.foodsafetykorea.go.kr/uploadimg/cook/830-6.jpg']","['1. 양파, 셀러리, 마늘, 토마토를 굵게 다진다.', '2. 팬에 양파를 볶다가 셀러리와 마늘을 볶는다.', '3. 콩과 두유를 넣은 뒤 토마토, 육수, 큐민, 파슬리, 카엔패퍼를 넣는다.', '4. 볶은 재료들을 모두 믹서로 간다.', '5. 믹서에 간 재료들을 체에 거른다.', '6. 체에 거른 것을 끓여주고 사워크림으로 장식한다']","['콩', '닭육수', '토마토', '큐민파우더', '파슬리말린것', '카엔패퍼', '사워크림', '두유', '식용유', '양파다진것', '샐러리', '마늘']","['30', '70', '30', '1', '1', '2', '2', '70', '4', '7', '3', '1']","['g', 'g', 'g', 'g', 'g', 'g', 'g', 'g', 'g', 'g', 'g', 'g']"
